epoch,G_fidelity,G_adv,G_loss,D_real,D_fake,D_penalty,D_loss
0,13.15870122,106.4915826,119.6502833,-72.885142,-104.9173689,6.965432729,-25.06679387
1,10.80746896,97.17338617,107.9808562,-61.57722092,-95.98896081,7.894601618,-26.51713794
2,10.57034642,69.13122431,79.70157166,-45.85767008,-68.6802152,5.083938758,-17.73860617
3,9.989778178,51.52017498,61.50995255,-31.727483,-51.09457867,2.737355386,-16.62974027
4,9.782984797,48.5824858,58.3654707,-33.47308698,-48.21303684,2.59449017,-12.14545965
5,10.13212517,48.26027659,58.39240217,-32.91695697,-47.79844928,2.03852347,-12.84296887
6,9.632917913,51.57927598,61.21219336,-37.80053177,-51.25513647,2.299908042,-11.15469669
7,9.68458254,52.86556625,62.5501491,-39.37468433,-52.05144603,2.348818396,-10.32794331
8,9.985752233,66.72101599,76.70676778,-51.17356504,-66.03142544,2.233670676,-12.62418979
9,10.51416956,53.6158371,64.13000597,-39.18706063,-53.21665042,1.691154897,-12.3384349
10,10.38406792,62.56783196,72.95190013,-47.39579315,-62.07631887,1.889073352,-12.79145225
11,9.852165767,65.26333226,75.11549871,-54.33741914,-64.89458418,1.63402079,-8.923144153
12,10.49480319,60.54076597,71.0355696,-48.6778136,-60.11827295,1.402951155,-10.03750811
13,10.09325698,63.04084155,73.13409799,-52.8430371,-62.5649838,1.650657362,-8.071289364
14,10.06691381,68.92375898,78.99067307,-56.65165614,-68.42963164,1.357789642,-10.4201858
15,10.4606074,64.38574473,74.84635143,-53.19424292,-64.10181357,1.248070681,-9.659500114
16,10.35569014,71.43925806,81.7949479,-61.15012874,-71.0606096,1.292099587,-8.618381296
17,10.15884488,68.98911816,79.14796273,-59.1070385,-68.64465294,1.183925939,-8.353688558
18,10.83574343,66.18648624,77.02223005,-52.93268585,-65.76776549,1.353936838,-11.48114269
19,10.638786,62.93311402,73.5719003,-53.31488025,-62.52215977,1.127590044,-8.079689503
20,10.129587,72.56317561,82.69276251,-63.21465697,-72.21046788,1.176225441,-7.819585391
21,10.31877664,77.62959654,87.94837341,-66.48336194,-76.99330765,1.473634863,-9.036310784
22,10.38730792,76.25221593,86.63952412,-65.73909862,-75.78461706,1.221779344,-8.823739103
23,10.81118139,79.11086448,89.92204631,-64.97641239,-78.33735902,1.487109522,-11.87383715
24,9.832903658,50.71431922,60.54722275,-40.2162712,-50.29582904,1.189158814,-8.890398979
25,10.84814664,56.69988951,67.54803569,-44.18069124,-56.28275337,1.228354582,-10.87370743
26,10.10600977,57.88949242,67.99550209,-44.71604837,-57.30556424,1.464125244,-11.12539069
27,11.05547885,59.23956728,70.29504694,-44.6411696,-58.79388659,1.507623553,-12.64509344
28,9.74416879,54.82457781,64.56874603,-43.61544456,-54.27266436,1.501279036,-9.155940708
29,9.979562487,70.95035001,80.92991189,-57.32415989,-70.1668443,1.521345701,-11.32133865
30,9.640867996,59.8065951,69.44746221,-47.4863033,-59.43339713,1.439896067,-10.50719773
31,9.634084225,60.93155387,70.56563725,-50.65391816,-60.54621707,1.354300154,-8.537998727
32,10.29364688,53.33071524,63.62436206,-41.11919861,-52.87018522,1.338474639,-10.41251189
33,9.917030879,58.93486943,68.85189956,-46.64159788,-58.33749369,1.612877871,-10.08301786
34,9.879896323,61.48267895,71.36257591,-48.32094034,-60.7105559,1.484822897,-10.90479275
35,9.225650549,55.3512555,64.57690634,-44.20654668,-54.8624186,1.599682995,-9.056188822
36,10.73144217,65.56619552,76.29763734,-51.58529243,-65.0380613,1.4471808,-12.00558818
37,9.721475158,48.36710283,58.08857775,-37.71949009,-47.99030025,1.38914603,-8.881664174
38,9.767743145,58.43065521,68.19839818,-48.67349946,-58.16617632,1.236090507,-8.256586432
39,9.663088449,51.84498011,61.50806834,-41.91259492,-51.60781301,1.183041175,-8.512176879
40,10.29288639,54.14951856,64.44240672,-42.76110213,-53.75197342,1.144733625,-9.846137617
41,10.65378386,56.63106925,67.28485336,-42.97105427,-56.14681892,1.322337548,-11.85342712
42,10.29449974,71.27348069,81.56798036,-59.51487964,-70.82597678,1.402238471,-9.908858657
43,10.12746452,52.90345106,63.03091539,-42.49530195,-52.59213686,1.153972677,-8.942862193
44,9.535569634,80.70972599,90.24529593,-69.24775818,-80.23460327,1.482108321,-9.504736781
45,9.690575441,60.84865004,70.53922532,-50.41537541,-60.42217916,1.446226803,-8.560576916
46,10.00093872,62.64514944,72.64608806,-51.31455154,-62.17858607,1.18222243,-9.681812184
47,9.875650533,74.9495602,84.82521019,-62.99570057,-74.52217216,1.471296382,-10.0551753
48,9.80752962,57.93587075,67.7434001,-46.47150115,-57.48822474,1.260277678,-9.756445851
49,9.765650368,62.44733162,72.21298122,-51.94107148,-62.07571475,1.333394925,-8.801248344
50,9.80770295,63.37317743,73.18088,-51.95348208,-62.80003112,1.451629392,-9.394919583
51,10.20742403,62.83063221,73.03805637,-49.75049455,-62.18911525,1.46896186,-10.96965875
52,10.68117113,48.44018437,59.12135547,-35.83265262,-47.98500646,1.227283716,-10.92507022
53,10.02497012,52.57100358,62.59597387,-40.65570886,-52.23717556,1.444348182,-10.13711871
54,10.43887825,55.12007476,65.55895367,-41.3001845,-54.39984763,1.544628072,-11.55503515
55,10.35439982,47.2761566,57.63055645,-35.18493734,-46.77695719,1.53562057,-10.05639931
56,9.885131105,68.80026569,78.68539677,-56.12065353,-68.13064747,1.526786963,-10.48320691
57,10.47742435,58.2894408,68.76686566,-44.27019436,-57.7884483,1.472890973,-12.04536302
58,9.911490186,40.40948682,50.32097718,-29.65072476,-40.0783899,1.322770003,-9.104895242
59,10.02845335,67.81088843,77.83934184,-56.75476463,-67.28786605,1.615885011,-8.917216301
60,10.31754195,57.4920602,67.8096029,-45.25072727,-56.9013759,1.492680641,-10.15796795
61,10.0703049,58.05191244,68.12221759,-47.38996273,-57.79030292,1.397364702,-9.002975498
62,10.03581047,64.40064853,74.43645736,-53.46559198,-64.10723032,1.237185559,-9.404452767
63,9.719337877,56.75772336,66.47706146,-46.1690066,-56.35777702,1.157624086,-9.031146351
64,10.18920578,69.89486647,80.08407239,-57.72013728,-69.43974822,1.505235348,-10.21437556
65,9.849745051,66.19695358,76.04669876,-57.02160288,-66.02272415,1.118965356,-7.882155927
66,9.60424212,63.63654453,73.24078682,-53.75661602,-63.42660522,1.136337663,-8.53365142
67,9.890398026,52.00117671,61.89157575,-40.95591448,-51.58220959,1.167435602,-9.458859475
68,10.44126466,61.02361323,71.46487808,-49.6253296,-60.66502795,1.252444127,-9.787254197
69,9.661742783,64.02298272,73.68472592,-52.10033154,-63.59656194,1.263870172,-10.23236024
70,9.822308983,65.64013324,75.46244199,-54.36085871,-65.22919938,1.418407372,-9.449933325
71,9.941378975,66.61660182,76.55798187,-54.93418121,-66.2214915,1.3373052,-9.950005134
72,11.07940504,68.99862458,80.0780297,-56.39527665,-68.6029044,1.402149435,-10.80547844
73,9.942444674,62.7347669,72.67721144,-52.47536462,-62.51871968,1.154997893,-8.888357162
74,9.706447431,77.55776848,87.26421527,-67.06188308,-77.05687327,1.307401985,-8.687588198
75,9.596065521,62.13598539,71.73205103,-51.65099757,-61.78701445,1.351500567,-8.784516471
76,9.867577203,75.62908656,85.49666367,-64.93129187,-75.32924042,0.996418029,-9.401530552
77,10.05169197,70.55100632,80.60269846,-58.6814267,-70.13138403,1.329320037,-10.12063721
78,10.31451403,72.39258245,82.70709597,-60.26790989,-71.96372636,1.262848421,-10.43296811
79,9.877081837,73.22914028,83.10622243,-61.26183457,-72.70216084,1.359087339,-10.08123892
80,10.25182076,72.25123819,82.50305786,-59.21622245,-71.78342266,1.484305211,-11.08289512
81,9.382721935,78.01427596,87.39699745,-67.60265344,-77.72203646,1.208707107,-8.910675832
82,10.40154422,71.80148036,82.20302607,-59.99845448,-71.38973948,1.248169466,-10.14311543
83,9.85932609,86.21664878,96.07597453,-73.26978459,-85.71252843,1.487055898,-10.95568803
84,10.18586553,70.5959823,80.78184662,-59.49245828,-70.27153473,1.261530896,-9.517545636
85,10.08416135,73.30602319,83.39018386,-62.64588118,-72.99706214,1.242829089,-9.10835181
86,10.05161533,76.23154017,86.28315582,-65.88811781,-75.92190971,1.211162869,-8.822629102
87,10.30700019,75.33412583,85.64112738,-63.89959764,-74.85685572,1.168702781,-9.788555316
88,10.95903928,75.0395047,85.99854493,-63.29338734,-74.74448456,1.302057696,-10.14903947
89,10.42254314,79.72879523,90.15133642,-68.66330166,-79.29779758,1.154460263,-9.480035528
90,10.28541984,87.82198007,98.10739926,-76.61969655,-87.47095544,1.17644988,-9.674809081
91,9.542070484,73.41150322,82.95357475,-62.63811305,-73.04656862,1.195166608,-9.213289007
92,10.4052187,91.65117077,102.0563901,-81.07995176,-91.16875013,1.372918444,-8.715879951
93,9.983403428,86.83203519,96.81543808,-76.4829302,-86.46893361,1.263107622,-8.722895845
94,9.826031004,78.55212934,88.37816116,-67.84681351,-78.2334811,1.166466343,-9.220201373
95,10.02773902,84.10627136,94.13401031,-73.94067523,-83.84355672,1.120471136,-8.782410431
96,10.86181218,85.65573815,96.51755033,-74.54746004,-85.38236509,1.110920846,-9.72398431
97,10.21529201,79.32711875,89.54241123,-68.25196488,-78.92632621,1.146667977,-9.527693494
98,10.04406929,76.13250547,86.17657423,-65.79254743,-75.75794806,1.125421848,-8.839978797
99,10.29298236,85.70470594,95.99768829,-74.77895648,-85.36472804,1.083239241,-9.502532323
100,9.868113382,81.28715706,91.15527153,-71.81564222,-81.02149636,0.977206307,-8.228647913
101,9.51328751,91.87169416,101.3849832,-81.75903497,-91.49840927,1.121440768,-8.617933512
102,9.5565334,83.14935659,92.70588888,-72.66511167,-82.77033361,1.209084849,-8.896137063
103,9.793278422,75.66013786,85.4534171,-64.73246319,-75.21566319,1.141715633,-9.341484342
104,10.1452287,92.87942251,103.0246499,-80.81371565,-92.43152663,1.131941573,-10.48586934
105,9.917099714,82.92830685,92.84540585,-73.13339891,-82.58074842,1.142706164,-8.304643461
106,10.12743556,90.75925484,100.88669,-79.02914658,-90.35504704,1.076346382,-10.24955397
107,10.53019347,83.10020542,93.63039752,-71.45069851,-82.81429209,1.095923224,-10.26767032
108,10.23655087,89.97414896,100.2107006,-79.37935333,-89.62660074,1.10231747,-9.144930045
109,10.47609554,75.72997965,86.20607485,-65.50275244,-75.42869486,1.005648255,-8.920294115
110,10.24533173,93.38809636,103.6334297,-82.18432706,-92.95990664,1.136177425,-9.639402231
111,9.132404396,86.93486622,96.0672711,-78.85518592,-86.63583483,1.106446432,-6.674202587
112,10.71756172,84.40597228,95.123534,-73.32300973,-84.07408115,1.059309495,-9.691761902
113,9.751584752,100.8467893,110.5983737,-89.85673205,-100.3405552,1.251594492,-9.232228756
114,10.906147,79.4204043,90.32655116,-68.45101268,-79.12853922,0.983935326,-9.693591186
115,10.15817827,93.28004761,103.4382261,-83.6083058,-93.00526772,0.976502486,-8.420459493
116,10.51440334,88.52254622,99.03695066,-77.24708418,-87.97609874,1.163280404,-9.565734114
117,10.59585505,98.67892176,109.2747762,-87.57039591,-98.32590739,1.058808895,-9.696702449
118,10.13746646,96.65796307,106.7954294,-85.58610313,-96.23166452,1.12628164,-9.519279684
119,9.25283006,94.57847544,103.8313059,-86.29377569,-94.26584524,1.078255852,-6.893813705
120,10.07274764,88.45596804,98.52871568,-77.48190328,-88.07433292,1.088341117,-9.504088453
121,9.70448885,100.9649797,110.6694687,-90.5934199,-100.6021165,1.131452743,-8.877243837
122,9.77204442,88.20008632,97.97213091,-79.47319351,-87.95931952,0.937059194,-7.549066748
123,9.46841774,110.6354031,120.1038214,-101.3251506,-110.1040706,1.19962273,-7.579297304
124,9.241850001,90.26629273,99.50814295,-80.79387334,-89.83632175,1.052181721,-7.99026663
125,10.40912945,94.86179944,105.2709297,-85.33259215,-94.42593302,1.104953936,-7.988386903
126,9.844978428,111.7162432,121.5612228,-101.9738568,-111.2613844,1.284181205,-8.003346364
127,9.683232137,105.8861136,115.5693452,-95.30397769,-105.5182566,1.102386151,-9.111892768
128,10.06362149,116.7060265,126.7696471,-106.6488431,-116.3379397,1.00953145,-8.679565144
129,10.06171724,97.41054133,107.4722572,-86.99906511,-97.06271308,0.962762598,-9.100885357
130,9.904497687,97.28773905,107.1922371,-87.4297376,-96.98403041,1.050836639,-8.503456116
131,10.54016025,107.7786443,118.3188046,-98.88809667,-107.6122671,0.84562036,-7.878550087
132,9.487748845,109.0578777,118.5456281,-99.892711,-108.7846544,0.822089052,-8.069854228
133,10.02282967,101.7859876,111.8088177,-92.07567705,-101.4546588,0.970420173,-8.40856157
134,11.29893843,92.83320885,104.1321482,-81.09041392,-92.42264169,1.075171312,-10.25705636
135,10.3238478,99.41347122,109.7373199,-89.32372584,-99.05338015,1.075569327,-8.654085125
136,10.34526711,100.936633,111.2818998,-90.39679616,-100.6100288,1.018947105,-9.194285552
137,10.18560641,93.0068762,103.192482,-83.18790822,-92.64059305,0.922135089,-8.530549765
138,9.631142889,98.91668156,108.5478235,-89.70464107,-98.58662142,0.990828863,-7.891151394
139,10.77442245,93.53478216,104.3092044,-82.74459941,-93.11157964,1.030294359,-9.336685848
140,9.71041911,97.1236233,106.8340428,-87.49231461,-96.76265226,1.06280125,-8.207536391
141,9.785958195,113.7084058,123.4943644,-103.4084646,-113.2764966,1.198631934,-8.669400215
142,10.52781831,109.1014293,119.629249,-98.48485075,-108.8951729,0.884202655,-9.526119471
143,9.621846994,105.4843786,115.1062258,-94.78352458,-104.8866023,1.081146443,-9.021931235
144,8.99392581,113.5057727,122.499697,-97.13675363,-112.1926384,2.122861428,-12.93302328
145,9.450610828,114.0004506,123.451061,-102.0540955,-113.5956935,1.621902716,-9.919695282
146,9.742565155,104.6775905,114.4201546,-94.40978595,-104.3190305,0.975676971,-8.933567626
147,9.675592264,113.8333964,123.5089887,-102.6190781,-113.1647199,1.259325306,-9.286316506
148,9.993243728,103.2928257,113.2860707,-92.53714207,-102.9815023,1.06096137,-9.383398771
149,10.24754454,104.7706512,115.0181961,-94.42362264,-104.1982365,1.152612229,-8.622001473
150,10.68255414,109.7599585,120.4425141,-99.47483117,-109.414457,1.014373085,-8.92525271
151,10.0963003,109.6196297,119.7159298,-100.6179472,-109.3052112,0.787370899,-7.899893182
152,9.439211305,101.6005351,111.0397471,-92.0390269,-101.2519019,1.000825989,-8.212048944
153,9.940252611,106.3350612,116.2753146,-95.8290254,-105.9448861,1.063913269,-9.051947423
154,10.14946842,114.4400998,124.5895676,-104.7113134,-114.1006246,1.005213213,-8.384097989
155,10.04249821,111.2955472,121.3380459,-101.4305616,-110.8032638,0.991830656,-8.380871534
156,10.33495712,112.5400637,122.8750203,-101.3471186,-112.0558584,1.076902397,-9.631837336
157,11.12138741,104.6667107,115.7880974,-93.96268845,-104.4201647,0.935981176,-9.521495002
158,10.99096384,111.2298169,122.2207815,-100.1183347,-110.7564774,0.988023309,-9.650119273
159,9.510671275,97.41255978,106.9232309,-87.96499934,-97.10943113,0.909589325,-8.234842573
160,9.748945014,98.95873235,108.7076764,-89.26896998,-98.67839635,0.913562346,-8.495863946
161,10.11663205,91.97228295,102.0889146,-83.74206924,-91.71513476,0.891486666,-7.081578868
162,9.500591993,95.38293648,104.8835286,-86.72252015,-95.14151914,0.853257571,-7.565741403
163,10.13404446,106.7260447,116.8600901,-96.81323999,-106.4325178,0.88214889,-8.737128989
164,9.893724646,106.5763939,116.4701168,-97.01193769,-106.2084943,0.919328072,-8.277228492
165,10.28626912,101.9017268,112.1879953,-89.62654273,-101.3431522,1.118444987,-10.5981644
166,10.30692962,105.6391741,115.9461027,-95.66581781,-105.3058112,1.066227738,-8.573765653
167,10.50344639,111.8740417,122.3774882,-101.6434268,-111.5892502,0.927761694,-9.018061765
168,10.23891033,120.8719646,131.1108742,-110.637094,-120.5560529,0.950189071,-8.968769823
169,9.983870697,97.79274966,107.7766202,-88.85635745,-97.48501765,0.966922688,-7.661737553
170,10.50024642,109.6489994,120.1492457,-99.82237761,-109.3963138,0.831773375,-8.742162875
171,10.39551627,103.4131271,113.8086451,-93.54304581,-103.0012876,1.016215309,-8.442026464
172,10.37835796,112.8905792,123.2689378,-102.0177555,-112.5257819,1.060283942,-9.447742462
173,9.231874402,116.1210383,125.3529119,-106.8795685,-115.3576955,1.066861188,-7.411265818
174,10.51064079,109.4887837,119.999424,-99.10142572,-109.0584864,0.89794769,-9.059113026
175,9.831384523,105.6167872,115.4481724,-96.86192213,-105.2888707,0.921769021,-7.505179507
176,10.04803769,118.4396729,128.4877096,-108.6892649,-118.0171168,0.982589746,-8.345262146
177,9.334794794,103.8026532,113.1374479,-96.02399009,-103.5837201,0.885453884,-6.674276114
178,10.11512683,110.2897199,120.4048472,-101.8159116,-110.0554031,0.856528767,-7.38296272
179,10.42570761,96.880079,107.3057861,-88.15017836,-96.69478335,0.819504808,-7.725100109
180,9.06342535,115.3726262,124.4360504,-106.8506666,-114.934669,0.950384037,-7.133618323
181,10.1061602,101.4721631,111.5783228,-90.89874758,-101.0855996,0.826198999,-9.360652924
182,10.31766246,110.9212143,121.2388769,-101.8658437,-110.6672379,0.808311458,-7.993082714
183,9.953334502,123.7871165,133.7404518,-114.6153739,-123.2484676,0.941272144,-7.691821439
184,10.38863411,113.0943242,123.482958,-103.9188159,-112.9081573,0.808070393,-8.18127114
185,9.840500559,117.7867448,127.6272436,-108.5127351,-117.5123803,0.883234884,-8.116410324
186,9.800646146,110.3065908,120.1072375,-100.7590042,-109.9245425,1.007280513,-8.158257866
187,9.918776785,115.6830172,125.601793,-107.6812281,-115.4603675,0.826332307,-6.95280712
188,9.810964244,107.8942495,117.7052144,-99.45737621,-107.6910106,0.83361277,-7.400021587
189,10.58780839,110.2281708,120.8159805,-100.7859839,-109.8593859,0.883932853,-8.189469274
190,10.62087481,103.9770884,114.5979631,-94.33443056,-103.5815105,0.839440307,-8.40763981
191,10.29074847,118.720421,129.0111674,-109.402164,-118.3610654,0.935196459,-8.02370499
192,10.45464788,108.5105598,118.9652067,-98.42671181,-108.2153586,0.935794686,-8.852852072
193,10.01235685,107.8190839,117.8314392,-99.30862147,-107.5338727,0.904077597,-7.321173684
194,10.45285194,118.3604954,128.8133485,-109.0050117,-118.0731196,0.915470093,-8.152637754
195,10.36793308,110.1789459,120.5468806,-100.5676834,-109.7428309,0.849284252,-8.325863266
196,10.18576224,101.703525,111.8892866,-92.32514027,-101.4324886,0.799125344,-8.308222975
197,9.919294643,100.6281751,110.5474706,-91.6615003,-100.1729602,0.793989537,-7.717470328
198,9.382106645,102.532656,111.914763,-94.30494036,-102.1843076,0.941032925,-6.938334261
199,9.960442988,112.173829,122.1342723,-102.8503155,-111.8185178,0.995069698,-7.973132642
200,9.445260014,101.2434319,110.6886935,-92.39478329,-100.9011773,0.891090959,-7.615302869
201,9.283768688,105.5220201,114.8057883,-96.48001862,-105.2233963,0.876657712,-7.866720029
202,8.968900204,110.6608927,119.6297933,-102.0166316,-110.4324537,0.920435397,-7.495386664
203,10.55567455,109.793663,120.349338,-100.4056238,-109.3948544,0.875891345,-8.113339101
204,9.983589427,107.7423793,117.7259684,-99.11962891,-107.5469106,0.772369166,-7.654912535
205,9.845936298,106.5595491,116.4054843,-99.030159,-106.3748766,0.771660196,-6.573057379
206,9.534095764,112.1202443,121.6543383,-103.5105232,-111.6881477,0.963992244,-7.213632282
207,9.987524782,116.7501586,126.7376851,-107.7221353,-116.2663013,0.917878841,-7.626287154
208,10.4056866,109.0932706,119.4989578,-99.84194717,-108.8174088,0.821972211,-8.153489383
209,9.395807198,113.1808292,122.5766367,-106.0883933,-112.8875332,0.854022035,-5.945117712
210,9.666105429,119.3379481,129.0040553,-111.0449844,-119.113325,0.89419506,-7.17414554
211,9.56840304,112.6961286,122.2645305,-103.2068057,-112.3324279,0.806615587,-8.31900663
212,10.97149767,114.5916571,125.5631545,-103.6065562,-114.0688051,1.007925864,-9.454322972
213,10.21994546,122.1730286,132.3929738,-113.103744,-121.7893199,0.939302429,-7.746273486
214,10.23861715,113.0941364,123.3327522,-105.6355139,-112.9545217,0.688722947,-6.630284974
215,9.605122407,122.1456187,131.7507431,-113.5095139,-121.7901382,0.802975259,-7.477649053
216,9.457667487,114.6890564,124.1467236,-106.9995166,-114.4676928,0.687423668,-6.780752523
217,11.01214403,114.1554947,125.1676404,-104.7713755,-113.8757401,0.814782071,-8.289582475
218,11.00532566,113.5004169,124.5057417,-104.0932857,-113.2691966,0.768272968,-8.407637937
219,10.09846029,103.2430844,113.3415438,-93.62066689,-102.8419421,0.936268987,-8.28500611
220,10.65349879,105.6099292,116.263428,-95.28052957,-105.2760386,0.860443243,-9.135065794
221,10.01476491,100.8939163,110.9086812,-92.79463755,-100.7448639,0.773367548,-7.176858775
222,9.94340791,109.4229919,119.3663984,-101.267607,-109.274965,0.703673929,-7.303684201
223,9.748453458,109.580927,119.3293805,-100.4302973,-109.1636823,0.857713397,-7.875671514
224,9.676100867,102.9650002,112.6411013,-94.08097294,-102.6272964,0.878867601,-7.667455946
225,10.36088896,103.5260247,113.8869133,-94.44586304,-103.2144473,0.714815847,-8.053768499
226,10.7628053,99.90483615,110.6676422,-91.28327287,-99.65902685,0.772661233,-7.603092798
227,10.47599677,113.9858334,124.4618308,-104.6621908,-113.6292806,0.87459858,-8.092491184
228,9.498530833,96.29773687,105.7962677,-88.61157138,-96.03667094,0.782870777,-6.64222881
229,10.33547446,111.9966687,122.3321435,-103.8799673,-111.8366004,0.698403661,-7.258229494
230,10.15957753,110.4344371,120.594015,-102.7144808,-110.2614655,0.728208061,-6.81877648
231,9.696634906,110.2663224,119.9629568,-101.900475,-110.0016493,0.776548479,-7.324625867
232,9.287679577,111.1133046,120.4009834,-103.6565004,-110.8527888,0.816422409,-6.37986606
233,9.422613791,109.7011419,119.1237556,-101.659586,-109.4304744,0.805245395,-6.965643099
234,9.575011921,104.7734482,114.3484591,-96.82196388,-104.5296366,0.640535682,-7.067137067
235,9.615508011,105.9162919,115.5318015,-97.6710137,-105.5837487,0.750003649,-7.16273146
236,10.21442375,99.61813202,109.8325551,-90.42168427,-99.36163406,0.787059716,-8.152890046
237,10.12171595,99.20657485,109.3282907,-90.11442484,-98.78174918,0.799285616,-7.868038774
238,8.9543909,113.8890359,122.8434258,-104.9972136,-113.4458564,0.893017479,-7.555625268
239,9.418119081,118.5689898,127.9871094,-110.3138751,-118.3428462,0.851246258,-7.177724838
240,9.698646137,113.3765793,123.0752272,-105.6968918,-113.1707069,0.782383951,-6.691431216
241,10.75964737,114.6780787,125.4377263,-104.9884377,-114.3862027,0.809641651,-8.588123417
242,9.900949478,114.1230433,124.0239939,-105.2033705,-113.7227546,0.814372293,-7.705011811
243,10.18525785,113.2056056,123.3908635,-104.4826136,-112.9102788,0.748278274,-7.67938687
244,9.484782185,111.8029837,121.2877658,-104.042696,-111.5522556,0.758512752,-6.751046862
245,9.183946355,112.2370989,121.4210439,-105.2331561,-112.0079587,0.699924701,-6.074877946
246,10.27503095,115.4659211,125.7409532,-107.4111203,-115.2913478,0.696535513,-7.183692047
247,10.10901839,106.5574285,116.6664459,-98.17477722,-106.2724213,0.751478859,-7.346165212
248,10.49850086,118.4861483,128.9846486,-110.0833985,-118.2040193,0.783137783,-7.337482929
249,10.27653478,106.7887353,117.0652718,-99.10938829,-106.4593503,0.800903296,-6.549058755
